"title"
"""Lies, damned lies and statistics (about TEDTalks)"""
"""George Whitesides: Toward a science of simplicity"""
"""Roz Savage: Why I'm rowing across the Pacific"""
"""Computing a theory of everything | Stephen Wolfram"""
"""Kavita Ramdas: Radical women, embracing tradition"""
"""Omar Ahmad: Political change with pen and paper"""
"""Build a tower, build a team | Tom Wujec"""
"""Frederick Balagadde: Bio-lab on a microchip"""
"""Homeopathy, quackery and fraud | James Randi"""
"""Edith Widder: Glowing life in an underwater world"""
"""Thelma Golden: How art gives shape to cultural change"""
"""Mike deGruy: Hooked by an octopus"""
"""Catherine Mohr builds green"""
"""Jonathan Klein: Photos that changed the world"""
"""The danger of science denial | Michael Specter"""
"""Natalie Merchant sings old poems to life"""
"""Jonathan Drori: Every pollen grain has a story"""
"""Dennis Hong: My 7 species of robot"""
"""Dean Kamen: The emotion behind invention"""
"""Elizabeth Pisani: Sex, drugs and HIV -- let's get rational"""
"""What adults can learn from kids | Adora Svitak"""
"""How to start a movement | Derek Sivers"""
"""Milton Glaser: How great design makes ideas new"""
"""Mathieu Lehanneur demos science-inspired design"""
"""Shekhar Kapur: We are the stories we tell ourselves"""
"""Peter Eigen: How to expose the corrupt"""
"""Kirk Citron: And now, the real news"""
"""Shukla Bose: Teaching one child at a time"""
"""Kevin Bales: How to combat modern slavery"""
"""Robert Gupta: Music is medicine, music is sanity"""
"""Joel Levine: Why we need to go back to Mars"""
"""Alan Siegel: Let's simplify legal jargon!"""
"""Juliana Machado Ferreira: The fight to end rare-animal trafficking in Brazil"""
"""Science can answer moral questions | Sam Harris"""
"""Ken Kamler: Medical miracle on Everest"""
"""Gaming can make a better world | Jane McGonigal"""
"""Eric Dishman: Take health care off the mainframe"""
"""Mark Roth: Suspended animation is within our grasp"""
"""Eric Mead: The magic of the placebo"""
"""Dan Barber: How I fell in love with a fish"""
"""Gary Lauder's new traffic sign: Take Turns"""
"""Tim Berners-Lee: The year open data went worldwide"""
"""In the Internet age, dance evolves ... | The LXD"""
"""Before Avatar ... a curious boy | James Cameron"""
"""Gary Flake: is Pivot a turning point for web exploration?"""
"""Harsha Bhogle: The rise of cricket, the rise of India"""
"""The riddle of experience vs. memory | Daniel Kahneman"""
"""Raghava KK: My 5 lives as an artist"""
"""Pawan Sinha on how brains learn to see"""
"""The world needs all kinds of minds | Temple Grandin"""
"""Eric Topol: The wireless future of medicine"""
"""Philip Howard: Four ways to fix a broken legal system"""
"""Kevin Kelly tells technology's epic story"""
"""Innovating to zero! | Bill Gates"""
"""The opportunity of adversity | Aimee Mullins"""
"""David Cameron: The next age of government"""
"""Blaise Aguera y Arcas demos augmented-reality maps"""
"""Teach every child about food | Jamie Oliver"""
"""Tom Shannon: The painter and the pendulum"""
"""David Agus: A new strategy in the war against cancer"""
"""George Whitesides: A lab the size of a postage stamp"""
"""Jamie Heywood: The big idea my brother inspired"""
"""Sendhil Mullainathan: Solving social problems with a nudge"""
"""Weird, or just different? | Derek Sivers"""
"""Jane Chen: A warm embrace that saves lives"""
"""Eve Ensler: Embrace your inner girl"""
"""Joshua Prince-Ramus: Building a theater that remakes itself"""
"""Bill Davenhall: Your health depends on where you live"""
"""Anthony Atala: Growing new organs"""
"""Ravin Agrawal: 10 young Indian artists to watch"""
"""How I held my breath for 17 minutes | David Blaine"""
"""Charles Fleischer insists: All things are Moleeds"""
"""Lalitesh Katragadda: Making maps to fight disaster, build economies"""
"""Kiran Bir Sethi teaches kids to take charge"""
"""Kartick Satyanarayan: How we rescued the ""dancing"" bears"""
"""Herbie Hancock's all-star set"""
"""Romulus Whitaker: The real danger lurking in the water"""
"""Dan Buettner: How to live to be 100+"""
"""Nick Veasey: Exposing the invisible"""
"""VS Ramachandran: The neurons that shaped civilization"""
"""Bertrand Piccard's solar-powered adventure"""
"""Asher Hasan's message of peace from Pakistan"""
"""Steven Cowley: Fusion is energy's future"""
"""Shaffi Mather: A new way to fight corruption"""
"""James Geary, metaphorically speaking"""
"""Charles Anderson discovers dragonflies that cross oceans"""
"""Alexis Ohanian: How to make a splash in social media"""
"""Ryan Lobo: Photographing the hidden story"""
"""Loretta Napoleoni: The intricate economics of terrorism"""
"""Shereen El Feki: Pop culture in the Arab world"""
"""Thulasiraj Ravilla: How low-cost eye care can be world-class"""
"""Marc Pachter: The art of the interview"""
"""Rory Bremner's one-man world summit"""
"""The fight against sex slavery | Sunitha Krishnan"""
"""Talks Scott Kim takes apart the art of puzzles"""
"""Anupam Mishra: The ancient ingenuity of water harvesting"""
"""Andrea Ghez: The hunt for a supermassive black hole"""
"""Make love, not porn (Adult content) | Cindy Gallop"""
"""Why nations should pursue ""soft"" power | Shashi Tharoor"""
"""Gordon Brown on global ethic vs. national interest"""
"""Mallika Sarabhai: Dance to change the world"""
"""Magnus Larsson: Turning dunes into architecture"""
"""Asia's rise -- how and when | Hans Rosling"""
"""Rob Hopkins: Transition to a world without oil"""
"""Tom Wujec demos the 13th-century astrolabe"""
"""East vs west -- the myths that mystify | Devdutt Pattanaik"""
"""The thrilling potential of SixthSense technology | Pranav Mistry"""
"""Cynthia Schneider: The surprising spread of ""Idol"" TV"""
"""Edward Burtynsky photographs the landscape of oil"""
"""Rachel Pike: The science behind a climate headline"""
"""Cameron Sinclair: The refugees of boom-and-bust"""
"""Stefana Broadbent: How the Internet enables intimacy"""
"""Marcus du Sautoy: Symmetry, reality's riddle"""
"""Becky Blanton: The year I was homeless"""
"""Rachel Armstrong: Architecture that repairs itself?"""
"""David Deutsch: A new way to explain explanation"""
"""Ian Goldin: Navigating our global future"""
"""Marc Koska: 1.3m reasons to re-invent the syringe"""
"""Itay Talgam: Lead like the great conductors"""
"""Paul Debevec animates a photo-real digital face"""
"""John Gerzema: The post-crisis consumer"""
"""Julian Treasure: The 4 ways sound affects us"""
"""A brain in a supercomputer | Henry Markram"""
"""Life lessons from an ad man | Rory Sutherland"""
"""David Hanson: Robots that ""show emotion"""""
"""New York -- before the City | Eric Sanderson"""
"""Sam Martin: The quirky world of ""manspaces"""""
"""Optical illusions show how we see | Beau Lotto"""
"""The danger of a single story | Chimamanda Ngozi Adichie"""
"""David Logan: Tribal leadership"""
"""Carolyn Steel: How food shapes our cities"""
"""Stefan Sagmeister: The power of time off"""
"""Garik Israelian: What's inside a star?"""
"""Tim Brown urges designers to think big"""
"""Karen Armstrong: Let's revive the Golden Rule"""
"""Parag Khanna maps the future of countries"""
"""Jacqueline Novogratz: A third way to think about aid"""
"""Taryn Simon photographs secret sites"""
"""William Kamkwamba: How I harnessed the wind"""
"""Evgeny Morozov: How the Internet strengthens dictatorships"""
"""Jonathan Zittrain: The Web as random acts of kindness"""
"""Imogen Heap plays ""Wait It Out"""""
"""What hallucination reveals about our minds | Oliver Sacks"""
"""John Lloyd inventories the invisible"""
"""Bjarke Ingels: 3 warp-speed architecture tales"""
"""Misha Glenny investigates global crime networks"""
"""How we read each other's minds | Rebecca Saxe"""
"""Lewis Pugh swims the North Pole"""
"""James Balog: Time-lapse proof of extreme ice loss"""
"""Steve Truglia: A leap from the edge of space"""
"""Evan Grant: Making sound visible through cymatics"""
"""Hans Rosling's answers to the TED and Reddit community interview"""
"""Geoff Mulgan: Post-crash, investing in a better world"""
"""Josh Silver demos adjustable liquid-filled eyeglasses"""
"""Cary Fowler: One seed at a time, protecting the future of f"""
"""Natasha Tsakos' multimedia theatrical adventure"""
"""Hans Rosling: Let my dataset change your mindset"""
"""Eric Giler demos wireless electricity"""
"""The puzzle of motivation | Dan Pink"""
"""Don't eat the marshmallow! | Joachim de Posada"""
"""Nicholas Negroponte takes OLPC to Colombia"""
"""Olafur Eliasson: Playing with space and light"""
"""Nina Jablonski breaks the illusion of skin color"""
"""Emmanuel Jal: The music of a war child"""
"""Janine Benyus: Biomimicry in action"""
"""Paul Romer: Why the world needs charter cities"""
"""Michael Pritchard: How to make filthy water drinkable"""
"""Willard Wigan: Hold your breath for micro-sculpture"""
"""Elaine Morgan says we evolved from aquatic apes"""
"""Golan Levin makes art that looks back at you"""
"""A kinder, gentler philosophy of success | Alain de Botton"""
"""Gordon Brown: Wiring a web for global good"""
"""Exploring the mind of a killer | Jim Fallon"""
"""Daniel Kraft invents a better way to harvest bone marrow"""
"""Stewart Brand: 4 environmental 'heresies'"""
"""Kary Mullis' next-gen cure for killer infection"""
"""Sophal Ear: Escaping the Khmer Rouge"""
"""Tom Wujec: 3 ways the brain creates meaning"""
"""The design genius of Charles + Ray Eames"""
"""Daniel Libeskind's 17 words of architectural inspiration"""
"""Gever Tulley teaches life lessons through tinkering"""
"""Arthur Benjamin: Teach statistics before calculus!"""
"""Ray Zahab treks to the South Pole"""
"""Katherine Fulton: You are the future of philanthropy"""
"""Paul Collier's new rules for rebuilding a broken nation"""
"""Philip Zimbardo: The psychology of time"""
"""Catherine Mohr: Surgery's past, present and robotic future"""
"""Ex-Moonie Diane Benscoter: How cults think"""
"""Clay Shirky: How cellphones, Twitter, Facebook can make history"""
"""Jane Poynter: Life in Biosphere 2"""
"""Richard St. John: ""Success is a continuous journey"""""
"""Nancy Etcoff: Happiness and its surprises"""
"""Robert Full: Learning from the gecko's tail"""
"""Kevin Surace invents eco-friendly drywall"""
"""John La Grou plugs smart power outlets"""
"""Pete Alcorn on the world in 2200"""
"""Felix Dennis' odes to vice and consequences"""
"""Yann Arthus-Bertrand captures fragile Earth in wide-angle"""
"""Ray Kurzweil: A university for the coming singularity"""
"""Liz Coleman's call to reinvent liberal arts education"""
"""Kaki King rocks out to ""Playing with Pink Noise"""""
"""Jonathan Drori: Why we're storing billions of seeds"""
"""Michelle Obama's plea for education"""
"""Jay Walker on the world's English mania"""
"""The TED Fellows program"""
"""Yves Behar's supercharged motorcycle design"""
"""Carolyn Porco: Could a Saturn moon harbor life?"""
"""10 things you didn't know about orgasm | Mary Roach"""
"""Are we in control of our decisions? | Dan Ariely"""
"""Ray Anderson: The business logic of sustainability"""
"""Naturally 7 beatbox a whole band"""
"""Nandan Nilekani's ideas for India's future"""
"""Hans Rosling on HIV: New facts and stunning data visuals"""
"""The tribes we lead | Seth Godin"""
"""Louise Fresco on feeding the whole world"""
"""Al Gore: Alarming new slides of the worsening climate crisis"""
"""Tom Shannon's gravity-defying sculpture"""
"""Mae Jemison on teaching arts and sciences together"""
"""Sean Gourley on the mathematics of war"""
"""Brian Cox: What went wrong at the Large Hadron Collider"""
"""Laurie Garrett: What can we learn from the 1918 flu?"""
"""One woman, eight hilarious characters | Sarah Jones"""
"""Michael Merzenich: Growing evidence of brain plasticity"""
"""Alex Tabarrok on how ideas trump crises"""
"""Nate Silver: How does race affect votes?"""
"""Ben Katchor's comics of bygone New York"""
"""Erik Hersman: How texting helped Kenyans survive crisis"""
"""Niels Diffrient: Rethinking the way we sit down"""
"""Margaret Wertheim: The beautiful math of coral (and crochet)"""
"""Matthew Childs' 9 life lessons from rock climbing"""
"""How to feel like the Incredible Hulk | Tim Ferriss"""
"""Demo: Stunning data visualization in the AlloSphere"""
"""Gregory Stock: To upgrade is human"""
"""Shai Agassi: A new ecosystem for electric cars"""
"""Renny Gleeson: Busted! The sneaky moves of antisocial smartphone users"""
"""Emily Levine: A trickster's theory of everything"""
"""Bonnie Bassler: The secret, social lives of bacteria"""
"""Bruce Bueno de Mesquita predicts Iran's future"""
"""Nathaniel Kahn: My father, my architect"""
"""Military robots and the future of war | P.W. Singer"""
"""Christopher Deam: Restyling the classic Airstream trail"""
"""Extreme wingsuit flying (The TEDTalk)"""
"""Jacek Utko: Can design save the newspaper?"""
"""C.K. Williams: Poetry for all seasons of life"""
"""Why we have virus outbreaks & how we can prevent them | Nathan Wolfe"""
"""The difference between winning and succeeding | John Wooden"""
"""David Pogue: Cool new things you can do with your mobile"""
"""Jacqueline Novogratz on an escape from poverty"""
"""Saul Griffith: High-altitude wind energy from kites!"""
"""How to grow fresh air | Kamal Meattle"""
"""Bruce McCall: Nostalgia for a future that never happened"""
"""Adam Savage: My obsession with objects and the stories they tell"""
"""Why we think it's OK to cheat and steal (sometimes) | Dan Ariely"""
"""Dan Dennett: Cute, sexy, sweet, funny"""
"""Tim Berners-Lee: The next Web of open, linked data"""
"""Stuart Brown: Play is more than fun"""
"""It's not fair having 12 pairs of legs | Aimee Mullins"""
"""Unveiling game-changing wearable tech | Pattie Maes"""
"""The three ways that good design makes you happy | Don Norman"""
"""Learning from dirty jobs | Mike Rowe"""
"""Nalini Nadkarni explores canopy worlds"""
"""Willie Smits: How to restore a rainforest"""
"""Brenda Laurel on making video games for girls"""
"""Evan Williams on what's behind Twitter's explosive growth"""
"""Making art of New York's urban ruins | Miru Kim"""
"""Richard Pyle: Exploring the reef's Twilight Zone"""
"""Captain Charles Moore on the seas of plastic"""
"""Ed Ulbrich: How Benjamin Button got his face"""
"""Jill Tarter: Why the search for alien intelligence matters"""
"""Sylvia Earle: How to protect the oceans (TED Prize winner!)"""
"""Incredible high school musicians from Venezuela! | Gustavo Dudamel"""
"""Jose Antonio Abreu: The El Sistema music revolution"""
"""The next species of human | Juan Enriquez"""
"""Barry Schwartz: Our loss of wisdom"""
"""David Merrill: Toy tiles that talk to each other"""
"""Your elusive creative genius | Elizabeth Gilbert"""
"""Mosquitos, malaria and education | Bill Gates"""
"""Bill Gross: Great ideas for finding new energy"""
"""Playing the Cape Breton fiddle | Natalie MacMaster"""
"""Joe DeRisi: Hunting the next killer virus"""
"""Aimee Mullins: Changing my legs - and my mindset"""
"""Peter Ward: Earth's mass extinctions"""
"""Woody Norris: Hypersonic sound and other inventions"""
"""Sherwin Nuland: A meditation on hope"""
"""Barry Schuler: An introduction to genomics"""
"""Jamais Cascio: Tools for building a better world"""
"""David Carson: Design, discovery and humor"""
"""Paula Scher: Great design is serious (not solemn)"""
"""Joseph Pine: What consumers want"""
"""Peter Reinhart: The art of baking bread"""
"""Scott McCloud: Understanding comics"""
"""Rob Forbes: Ways of seeing"""
"""Greg Lynn: How calculus is changing architecture"""
"""Paul Moller: Take a ride in the Skycar"""
"""Paul Sereno: What can fossils teach us?"""
"""John Maeda: My journey in design, from tofu to RISD"""
"""Kary Mullis: Celebrating the scientific experiment"""
"""Jennifer 8. Lee: Who was General Tso? and other mysteries of"""
"""Steven Strogatz: How things in nature tend to sync up"""
"""Penelope Boston: Life on Mars? Let's look in the caves"""
"""Benjamin Wallace: The price of happiness"""
"""Why we make bad decisions | Dan Gilbert"""
"""Jay Walker: A library of human imagination"""
"""Dennis vanEngelsdorp: Where have the bees gone?"""
"""A taste of TED@PalmSprings"""
"""Eva Zeisel: The playful search for beauty"""
"""David Holt: The stories and song of Appalachia"""
"""Nick Sears: Presenting the Orb"""
"""Larry Burns: Reinventing the car"""
"""Philip Rosedale: Second Life, where anything is possible"""
"""A taste of TED"""
"""Richard Preston: Climbing the world's biggest trees"""
"""Gregory Petsko: The coming neurological epidemic"""
"""Andy Hobsbawm: Do the green thing"""
"""Dan Barber: A surprising parable of foie gras"""
"""Bill Joy: What I'm worried about, what I'm excited about"""
"""The design of the universe | George Smoot"""
"""Franco Sacchi: Welcome to Nollywood"""
"""Isaac Mizrahi: Fashion, passion, and about a million other"""
"""Stewart Brand: Building a home for the Clock of the Long Now"""
"""Ursus Wehrli: Tidying up art"""
"""Dr. Dean Ornish: Your genes are not your fate"""
"""Charles Elachi: The story of the Mars Rovers"""
"""Samantha Power: Shaking hands with the devil"""
"""Lee Smolin: How science is like democracy"""
"""Luca Turin: The science of scent"""
"""Tim Brown: Tales of creativity and play"""
"""John Francis: I walk the Earth"""
"""James Surowiecki: The power and the danger of online crowds"""
"""Graham Hawkes: Fly the seas on a submarine with wings"""
"""Newton Aduaka: The story of Ezra, a child soldier"""
"""Keith Schacht & Zach Kaplan: Products (and toys) from the fu"""
"""A story of mixed emoticons | Rives"""
"""Kristen Ashburn: Heartrending pictures of AIDS"""
"""Mihaly Csikszentmihalyi: Flow, the secret to happiness"""
"""Paul MacCready: Nature vs. humans, and what we can do about"""
"""John Hodgman: A brief digression on matters of lost time"""
"""Dean Ornish: Healing through diet"""
"""Virginia Postrel: The power of glamour"""
"""Paola Antonelli: Design and the elastic mind"""
"""A theory of everything | Garrett Lisi"""
"""James Nachtwey: Use my photographs to stop the worldwide XDR"""
"""James Burchfield: Sound stylings by a human beatbox"""
"""Steven Johnson: The Web and the city"""
"""Doris Kearns Goodwin: What we can learn from past presidents"""
"""David Perry: Will videogames become better than life?"""
"""Liz Diller: Architecture is a special effects machine"""
"""Noah Feldman: Politics and religion are technologies"""
"""Stefan Sagmeister: Designing with slogans"""
"""Rodney Brooks: How robots will invade our lives"""
"""Dave Eggers TED Prize 4 Minute Talk"""
"""Steven Pinker: Human nature and the blank slate"""
"""Caleb Chung: Come play with Pleo the dinosaur"""
"""Laura Trice: The power of saying thank you"""
"""Marvin Minsky: Health, population and the human mind"""
"""David S. Rose: 10 things to know before you pitch a VC for"""
"""The psychology of evil | Philip Zimbardo"""
"""Eve Ensler: Security and insecurity"""
"""Jonathan Haidt: The moral roots of liberals and conservatives"""
"""Ann Cooper: Reinventing the school lunch"""
"""Carmen Agra Deedy: Spinning a story of Mama"""
"""David Gallo: The deep oceans: a ribbon of life"""
"""Brewster Kahle: A digital library, free to the world"""
"""Ory Okolloh: The making of an African activist"""
"""Irwin Redlener: How to survive a nuclear attack"""
"""Jane Goodall: Helping humans and animals live together in Af"""
"""Jonathan Drori: Why we don't understand as much as we think"""
"""Peter Hirshberg: The Web and TV, a sibling rivalry"""
"""Peter Diamandis: Taking the next giant leap in space"""
"""Paul Rothemund: The astonishing promise of DNA folding"""
"""Talking and squawking | Einstein the parrot and Stephanie White"""
"""Sugata Mitra: Can kids teach themselves?"""
"""Patricia Burchat: Shedding light on dark matter"""
"""Nellie McKay: ""The Dog Song"""""
"""Close-up card magic with a twist | Lennart Green"""
"""David Griffin: How photography connects us"""
"""Spencer Wells: Building a family tree for all humanity"""
"""Bruno Bowden & Rufus Cappadocia: Origami, blindfolded and to"""
"""The math and magic of origami | Robert Lang"""
"""Kwabena Boahen: Making a computer that works like the brain"""
"""Kevin Kelly: The next 5,000 days of the web"""
"""Marisa Fick-Jordan: The wonders of Zulu wire art"""
"""Jonathan Harris: The web as art"""
"""Louise Leakey: Digging for humanity's origins"""
"""Chris Abani: On humanity"""
"""The new era of positive psychology | Martin Seligman"""
"""Brain magic | Keith Barry"""
"""A.J. Jacobs: My year of living biblically"""
"""Billy Graham: Technology, faith and human shortcomings"""
"""The brain in love | Helen Fisher"""
"""Freeman Dyson: Let's look for life in the outer solar system"""
"""Nellie McKay: ""Mother of Pearl"" and ""If I Had You"""""
"""Clay Shirky: Institutions vs. collaboration"""
"""David Hoffman: How would you feel if you lost everything?"""
"""Torsten Reil: Using biology to make better animation"""
"""Corneille Ewango: A hero of the Congo Basin forest"""
"""Raul Midon: ""Everybody"" and ""Peace on Earth"""""
"""Rick Smolan: A girl, a photograph, a homecoming"""
"""Peter Diamandis: Stephen Hawking hits zero g"""
"""Nicholas Negroponte: One Laptop per Child, two years on"""
"""The transformative power of classical music | Benjamin Zander"""
"""Steven Levitt on child carseats"""
"""Adam Grosser: A mobile fridge for vaccines"""
"""Robert Full: Engineering and evolution"""
"""Chris Jordan: Turning powerful stats into art"""
"""George Dyson: The birth of the computer"""
"""Murray Gell-Mann: Do all languages have a common ancestor?"""
"""Wade Davis: The worldwide web of belief and ritual"""
"""Nathan Myhrvold: A life of fascinations"""
"""Susan Blackmore: Memes and ""temes"""""
"""Paul Collier: 4 ways to improve the lives of the ""bottom bil"""
"""Arthur Ganson: Moving sculpture"""
"""Yves Behar: Designing objects that tell stories"""
"""Robert Ballard: Exploring the ocean's hidden worlds"""
"""Alisa Miller: The news about the news"""
"""What's wrong with what we eat | Mark Bittman"""
"""Michael Moschen: Juggling rhythm and motion"""
"""Paul Ewald: Can we domesticate germs?"""
"""6 ways mushrooms can save the world | Paul Stamets"""
"""Hector Ruiz: The power to connect the world"""
"""They Might Be Giants: Wake up! It's They Might Be Giants"""
"""CERN's supercollider | Brian Cox"""
"""Making sense of string theory | Brian Greene"""
"""Where does creativity hide? | Amy Tan"""
"""Ernest Madu: Bringing world-class health care to the poorest"""
"""Yochai Benkler: Open-source economics"""
"""Tod Machover & Dan Ellsey: Releasing the music in your head"""
"""Tom Rielly: A comic send-up of TED2006"""
"""Thomas Barnett: Rethinking America's military strategy"""
"""Stewart Brand: Why squatter cities are a good thing"""
"""Sir Martin Rees: Earth in its final century?"""
"""Militant atheism | Richard Dawkins"""
"""A life of purpose | Rick Warren"""
"""Robert Wright: The logic of non-zero-sum progress"""
"""Ngozi Okonjo-Iweala: How to help Africa? Do business there"""
"""Why people believe weird things | Michael Shermer"""
"""Edward Burtynsky: Manufactured landscapes"""
"""Jehane Noujaim: TEDPrize wish: Unite the world on Pangea Day"""
"""Jan Chipchase: The anthropology of mobile phones"""
"""Charles Leadbeater: The era of open innovation"""
"""Alan Russell: The potential of regenerative medicine"""
"""Wii remote hacks | Johnny Lee"""
"""New thinking on the climate crisis | Al Gore"""
"""Questioning the universe | Stephen Hawking"""
"""Jakob Trollback: Rethinking the music video"""
"""David Hoffman: Catch Sputnik mania!"""
"""Siegfried Woldhek: The true face of Leonardo Da Vinci?"""
"""The call to learn | Clifford Stoll"""
"""Christopher deCharms: A look inside the brain in real time"""
"""Norman Foster: Building on the green agenda"""
"""Neil Turok: 2008 TED Prize wish: An African Einstein"""
"""Karen Armstrong: 2008 TED Prize wish: Charter for Compassion"""
"""Dave Eggers: 2008 TED Prize wish: Once Upon a School"""
"""Frank Gehry: From 1990, defending a vision for architecture"""
"""My stroke of insight | Jill Bolte Taylor"""
"""Nicholas Negroponte: 5 predictions, in 1984"""
"""Craig Venter: On the verge of creating synthetic life"""
"""Alan Kay: A powerful idea about teaching ideas"""
"""Roy Gould: WorldWide Telescope"""
"""Steve Jurvetson: The joy of rockets"""
"""Joseph Lekuton: A parable for Kenya"""
"""Raspyni Brothers: Welcome to Vaudeville 2.0"""
"""Jill Sobule & Julia Sweeney: The Jill & Julia Show"""
"""Moshe Safdie: What makes a building unique?"""
"""George Dyson: Let's take a nuclear-powered rocket to Saturn"""
"""Theremin, the untouchable music | Pamelia Kurstin"""
"""Howard Rheingold: Way-new collaboration"""
"""Michael Pollan: A plant's-eye view"""
"""David Macaulay: All roads lead to Rome Antics"""
"""Jaime Lerner: Sing a song of sustainable cities"""
"""Robin Chase: Getting cars off the road and data into the skies"""
"""Chris Anderson (TED): A vision for TED"""
"""Alison Jackson: A surprising look at celebrity"""
"""David Pogue: A 4-minute medley on the music wars"""
"""Ben Dunlap: The life-long learner"""
"""Raul Midon: ""All the Answers"" and ""Tembererana"""""
"""Bill Strickland: Rebuilding America, one slide show at a time"""
"""Frank Gehry: Nice building. Then what?"""
"""Paola Antonelli: Treating design as art"""
"""The mystery box | JJ Abrams"""
"""Deborah Gordon: The emergent genius of ant colonies"""
"""Yossi Vardi: Help fight local warming"""
"""Isabel Allende: Tales of passion"""
"""Gever Tulley: 5 dangerous things you should let your kids do"""
"""Lakshmi Pratury: The lost art of letter-writing"""
"""Daniel Goleman: Why arent we all Good Samaritans?"""
"""Lightning calculation and other ""mathemagic"" | Arthur Benjamin"""
"""Amory Lovins: We must win the oil endgame"""
"""Murray Gell-Mann: Beauty and truth in physics"""
"""Ron Eglash: The fractals at the heart of African designs"""
"""Larry Brilliant: The case for informed optimism"""
"""Philippe Starck: Design and destiny"""
"""Robert Full: Secrets of movement, from geckos and roaches"""
"""Laws that choke creativity | Larry Lessig"""
"""Juan Enriquez: Using biology to rethink the energy challenge"""
"""David Keith: A surprising idea for ""solving"" climate change"""
"""Sherwin Nuland: How electroshock therapy changed me"""
"""Eleni Gabre-Madhin: Building a commodities market in Ethiopia"""
"""3 clues to understanding your brain | VS Ramachandran"""
"""Paul Rothemund: Casting spells with DNA"""
"""Maira Kalman: The illustrated woman"""
"""Hod Lipson: Robots that are ""self-aware"""""
"""Life at 30,000 feet | Richard Branson"""
"""Kenichi Ebina: Hip-hop dance and a little magic"""
"""Carolyn Porco: This is Saturn"""
"""Paul MacCready: Flying on solar wings"""
"""Stephen Petranek: 10 ways the world could end"""
"""John Maeda: Designing for simplicity"""
"""Zeresenay Alemseged: Finding the origins of humanity"""
"""Deborah Scranton: Scenes from ""The War Tapes"""""
"""Steven Pinker: What our language habits reveal"""
"""The surprising decline in violence | Steven Pinker"""
"""My creations, a new form of life | Theo Jansen"""
"""Andrew Mwenda: Let's take a new look at African aid"""
"""Erin McKean: The joy of lexicography"""
"""Dean Kamen: New prosthetic arm for veterans"""
"""Jeff Skoll: Making movies that make change"""
"""Vusi Mahlasela: ""Thula Mama"""""
"""Jacqueline Novogratz: Tackling poverty with ""patient capita"""
"""Chris Abani on the stories of Africa"""
"""Patrick Awuah: Educating a new generation of African leaders"""
"""Euvin Naidoo: Africa as an investment"""
"""Ngozi Okonjo-Iweala: Let's have a deeper discussion on aid"""
"""George Ayittey: Cheetahs vs. Hippos for Africa's future"""
"""William Kamkwamba: How I built a windmill"""
"""Allison Hunt: How I got my new hip"""
"""David Bolinsky: Visualizing the wonder of a living cell"""
"""The 4 a.m. mystery | Rives"""
"""Will Wright: Spore, birth of a game"""
"""Emily Oster: What do we really know about the spread of AIDS?"""
"""Jonathan Harris: The Web's secret stories"""
"""Dangerous memes | Dan Dennett"""
"""Bill Stone: The caves and the moon"""
"""New insights on poverty | Hans Rosling"""
"""Blaise Aguera y Arcas: Jaw-dropping Photosynth demo"""
"""Stephen Lawler: Look! Up in the sky! It's Virtual Earth!"""
"""David Rockwell: Building the Ground Zero viewing platform"""
"""David Kelley: The future of design is human-centered"""
"""Stefan Sagmeister: Happiness by design"""
"""Bob Thurman: We can be Buddhas"""
"""Anand Agarawala: BumpTop desktop is a beautiful mess"""
"""John Doerr: Seeking salvation and profit in greentech"""
"""Tierney Thys: Swim with giant sunfish in the open ocean"""
"""Jeff Hawkins: How brain science will change computing"""
"""Steven Johnson: A guided tour of the Ghost Map"""
"""Stew: ""Black Men Ski"""""
"""12 sustainable design ideas from nature | Janine Benyus"""
"""Cradle to cradle design | William McDonough"""
"""Vik Muniz: Art with wire, sugar, chocolate and string"""
"""Rev. Tom Honey: How could God have allowed the tsunami?"""
"""Thom Mayne: Architecture is a new way to connect to the world"""
"""Susan Savage-Rumbaugh: The gentle genius of bonobos"""
"""Sheila Patek: Measuring the fastest animal on earth"""
"""How to get your ideas to spread | Seth Godin"""
"""Rives: A mockingbird remix of TED2006"""
"""Paul Bennett: Design is in the details"""
"""James Kunstler: How bad architecture wrecked cities"""
"""Nick Bostrom: Humanity's biggest problems aren't what you think they are"""
"""Juan Enriquez: The life-code that will reshape the future"""
"""Jill Sobule: A happy song about global warming"""
"""Jeff Bezos: The electricity metaphor"""
"""What separates us from chimpanzees? | Jane Goodall"""
"""James Watson: How we discovered DNA"""
"""Golan Levin: The truly soft side of software"""
"""Sergey Brin and Larry Page: The genesis of Google"""
"""The story of life in photographs | Frans Lanting"""
"""How to truly listen | Evelyn Glennie"""
"""Eddi Reader & Thomas Dolby: ""What You Do With What You've Got"""""
"""Dean Kamen: Rolling along, helping students and the third world"""
"""The illusion of consciousness | Dan Dennett"""
"""Craig Venter: A voyage of DNA, genes and the sea"""
"""Chris Bangle: Great cars are Art"""
"""Natalie MacMaster & Thomas Dolby: Fiddling in reel time"""
"""Caroline Lavelle: A cello performance that casts a spell"""
"""Alex Steffen: The route to a sustainable future"""
"""Al Seckel: Powerful visual illusions"""
"""Chris Anderson (Wired): Technology's Long Tail"""
"""E.O. Wilson calls for an Encyclopedia of Life"""
"""Bill Clinton: TED Prize wish: Let's build a health care system in Rwanda"""
"""My photographs bear witness | James Nachtwey"""
"""Carl Honore: In praise of slowness"""
